Latitude,Longitude,Station,Departement,Region,Annee,Supercifie_Topographique
-21.181242746,55.534592607,Le Bras Sainte-Suzanne à Grand Bassin,La Réunion,La Réunion,1986-07-30,10.51
-21.190991461,55.449600104,Le Bras de Cilaos en amont du Pavillon,La Réunion,La Réunion,1976-10-12,
-21.04876763,55.238223617,La Ravine Saint-Gilles au Verrou,La Réunion,La Réunion,1988-11-18,24.61
-20.993157538,55.406762506,Le Bras Sainte-Suzanne à Mafate,La Réunion,La Réunion,1984-10-11,
-21.022057346,55.403140336,La Rivière des Galets avant sa confluence avec Bras d'Oussy,La Réunion,La Réunion,1994-06-22,
-20.908043105,55.433363618,La Rivière Saint-Denis avant le captage AEP,La Réunion,La Réunion,1978-04-06,27.29
-20.969466696,55.491394165,La Rivière des Pluies à l'aplomb du piton Tanan,La Réunion,La Réunion,1987-04-30,12.92
-20.921780492,55.602373645,La Rivière Sainte-Suzanne (amont cascade Niagara),La Réunion,La Réunion,2008-01-01,23.63
-20.975418024,55.564218718,La Riv. Ste-Suzanne avant sa confluence avec Le Bras Laurent,La Réunion,La Réunion,1986-12-22,5.55
-20.925825992,55.630194507,La Grande Rivière Saint-Jean en amont de sa confluence avec,La Réunion,La Réunion,2003-04-17,
-20.969080321,55.605831967,Le Grand Bras de la Grande Rivière Saint-Jean,La Réunion,La Réunion,1977-10-06,1.98
-20.978291544,55.640544822,La Rivière du Mât à Bengalis,La Réunion,La Réunion,1978-03-03,144.5
-21.025984722,55.61149544,Le Bras des Lianes en amont du captage AEP,La Réunion,La Réunion,1976-03-24,7.24
-20.998919897,55.579513073,La Rivière du Mât à l'Escalier,La Réunion,La Réunion,1985-12-17,92.57
-21.055493139,55.501010366,La rivière du Mât à l'Ilet à Vidot,La Réunion,La Réunion,1980-09-16,
-20.996784417,55.663069134,Le Bras Panon (aval radier Paniandy),La Réunion,La Réunion,1997-06-03,9.25
-21.03539823,55.659930968,La Rivière des Roches à Abondance,La Réunion,La Réunion,1978-03-16,24.08
-21.041472866,55.679861904,La Rivière des Marsouins à Bethléem,La Réunion,La Réunion,1982-08-04,81.96
-21.113276435,55.566959204,La Rivière des Marsouins à La Plaine des Palmistes,La Réunion,La Réunion,1995-05-22,
-21.38101195,55.645672568,La Rivière Langevin au bassin Tamarin,La Réunion,La Réunion,1997-10-08,53.08
-21.339731227,55.644104796,La Rivière Langevin en amont de la prise EDF,La Réunion,La Réunion,1983-10-26,34.79
-21.312711579,55.641637458,La Rivière Langevin à la cascade Grand Galet,La Réunion,La Réunion,1995-05-17,
45.78876059,6.231161742,EAU MORTE A DOUSSARD 2,Haute-Savoie,Auvergne-Rhône-Alpes,2003-05-23,
44.736818251,5.893071724,SOULOISE A ST-DISDIER-EN-DEVOLUY ,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2003-01-10,
45.413072092,4.536640904,GIER A LA-VALLA-EN-GIER ,Loire,Auvergne-Rhône-Alpes,2002-05-21,
45.017756078,5.692182801,DRAC A VIF 1,Isère,Auvergne-Rhône-Alpes,2002-02-20,
45.043455599,6.303920165,ROMANCHE A LA-GRAVE ,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2002-02-20,
45.442302951,5.046552429,VAREZE A COUR-ET-BUIS 1,Isère,Auvergne-Rhône-Alpes,2002-02-05,
45.706725433,5.905080913,SIERROZ A AIX-LES-BAINS 2,Savoie,Auvergne-Rhône-Alpes,2002-01-24,
46.108740722,5.261585179,PISSEUR A LA-TRANCLIERE ,Ain,Auvergne-Rhône-Alpes,2005-09-08,
44.235914943,5.859982456,BUECH A RIBIERS 2,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2006-10-09,
44.022555842,4.844246337,BRAS DES ARMENIERS A SORGUES ,Vaucluse,Provence-Alpes-Côte d'Azur,2004-03-08,
44.209184497,5.278689083,TOULOURENC A ST-LEGER-DU-VENTOUX ,Vaucluse,Provence-Alpes-Côte d'Azur,2005-11-23,
43.966732365,6.758524455,COULOMP A ST-BENOIT 2,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,2002-05-21,
43.891125334,7.308752915,PAILLON DE CONTES A COARAZE 1,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,1999-03-11,
43.688497527,7.070682061,LOUP A TOURRETTE-SUR-LOUP 6,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,1999-06-02,
43.965109188,7.415355449,BEVERA A MOULINET 1,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,1900-01-01,
44.448588626,4.308786959,BAUME A ST-ALBAN-AURIOLLES 2,Ardèche,Auvergne-Rhône-Alpes,2005-11-23,
46.284088911,6.735231805,DRANSE A ABONDANCE 5,Haute-Savoie,Auvergne-Rhône-Alpes,2006-11-22,
44.815563374,5.681405931,EBRON A PREBOIS 3,Isère,Auvergne-Rhône-Alpes,2000-05-30,
45.618999851,5.610525443,BIEVRE A LES-AVENIERES 1,Isère,Auvergne-Rhône-Alpes,2000-05-30,
45.659943633,5.531073921,HUERT A LES-AVENIERES 2,Isère,Auvergne-Rhône-Alpes,2000-05-30,
44.733208864,4.964821578,DROME A CHABRILLAN ,Drôme,Auvergne-Rhône-Alpes,1999-12-20,
45.00108707,5.435033701,VERNAISSON A ST-MARTIN-EN-VERCORS 2,Drôme,Auvergne-Rhône-Alpes,1999-12-21,
45.179974547,4.848086652,GALAURE A ST-BARTHELEMY-DE-VALS ,Drôme,Auvergne-Rhône-Alpes,1999-12-20,
44.161653884,5.945378328,JABRON A SISTERON 2,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,2006-11-20,
47.035872159,5.53997004,CLAUGE A LA-LOYE 1,Jura,Bourgogne-Franche-Comté,2000-03-17,
47.341247743,6.381962945,CUSANCIN A BAUME-LES-DAMES 1,Doubs,Bourgogne-Franche-Comté,1900-01-01,
47.621465436,6.955017527,AUTRUCHE A FONTENELLE ,Territoire de Belfort,Bourgogne-Franche-Comté,2000-03-17,
47.692849743,5.456223203,RESAIGNE A COUBLANC ,Haute-Marne,Grand Est,2006-10-27,
47.943245658,6.42192362,AUGRONNE A PLOMBIERES-LES-BAINS ,Vosges,Grand Est,1900-01-01,
43.608159904,4.003845405,SALAISON A MAUGUIO 2,Hérault,Occitanie,2006-11-24,
42.896884522,9.42046818,LURI A LURI ,Haute-Corse,Corse,2006-12-12,
43.478608807,6.266313613,ARGENS A LE-THORONET 4,Var,Provence-Alpes-Côte d'Azur,2006-11-20,
43.244522714,6.000062518,GAPEAU A BELGENTIER 1,Var,Provence-Alpes-Côte d'Azur,1999-06-15,
45.937285541,5.531797915,ALBARINE A CHALEY 1,Ain,Auvergne-Rhône-Alpes,1999-06-14,
42.379585653,8.753740571,FANGO A MANSO,Haute-Corse,Corse,1900-01-01,
42.60414453,8.999136314,SAN CLEMENTE A OCCHIATANA ,Haute-Corse,Corse,2002-01-29,
41.981380442,9.391794759,ABATESCO A SERRA-DI-FIUMORBO ,Haute-Corse,Corse,1900-01-01,
42.274812057,8.853207667,RU D'AITONE A EVISA ,Corse-du-Sud,Corse,2006-11-20,
41.788463397,8.921196648,TARAVO A CASALABRIVA ,Corse-du-Sud,Corse,1900-01-01,
41.812911064,8.961749042,TARAVO A URBALACONE ,Corse-du-Sud,Corse,1900-01-01,
41.845834423,9.033658289,TARAVO A FORCIOLO ,Corse-du-Sud,Corse,1900-01-01,
41.886161818,9.090058172,TARAVO A CORRANO ,Corse-du-Sud,Corse,1900-01-01,
41.912503017,8.825599916,PRUNELLI A BASTELICACCIA ,Corse-du-Sud,Corse,1900-01-01,
42.092623654,9.102891577,GRAVONE A BOCOGNANO 1,Corse-du-Sud,Corse,1900-01-01,
42.111532261,8.930237794,CRUZINI A AZZANA ,Corse-du-Sud,Corse,1900-01-01,
42.169296979,8.819358196,LIAMONE A MURZO ,Corse-du-Sud,Corse,1900-01-01,
42.102881706,9.244364796,FIUMORBO A GHISONI ,Haute-Corse,Corse,1900-01-01,
42.177656717,9.406004436,TAVIGNANO A ANTISANTI 1,Haute-Corse,Corse,2011-11-02,
42.221649319,9.265821245,TAVIGNANO A ALTIANI ,Haute-Corse,Corse,1900-01-01,
42.257576708,9.071869203,RESTONICA A CORTE 1,Haute-Corse,Corse,1900-01-01,
42.319265466,8.976418354,GOLO A ALBERTACCE ,Haute-Corse,Corse,1998-07-07,
42.434063398,9.222565981,CASALUNA A GAVIGNANO ,Haute-Corse,Corse,1900-01-01,
42.513166321,9.147776728,TARTAGINE A CASTIFAO ,Haute-Corse,Corse,1900-01-01,
43.846849076,7.146495259,ESTERON A GILETTE - LA CLAVE ,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2006-11-22,
43.621477691,7.100958237,BRAGUE A BIOT 3,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,1999-03-04,
43.593256749,6.930050738,MOURACHONNE A PEGOMAS 1,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,1900-01-01,
43.341500525,6.129410605,ISSOLE A STE-ANASTASIE-SUR-ISSOLE ,Var,Provence-Alpes-Côte d'Azur,2006-11-22,
43.436957912,6.170140142,CARAMY A VINS-SUR-CARAMY ,Var,Provence-Alpes-Côte d'Azur,1900-01-01,
43.511135024,6.017019307,EAU SALEE A CHATEAUVERT ,Var,Provence-Alpes-Côte d'Azur,1900-01-01,
43.510934032,6.011293444,ARGENS A CHATEAUVERT 2,Var,Provence-Alpes-Côte d'Azur,1999-08-19,
43.504846268,5.132242834,ARC A BERRE-L'ETANG ,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1900-01-01,
43.505728895,5.347920012,ARC A AIX-EN-PROVENCE 1,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1900-01-01,
43.479167907,5.422741517,RUISSEAU DE LUYNES A AIX-EN-PROVENCE ,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1900-01-01,
43.639126355,4.190816711,VIDOURLE A ST-LAURENT-D'AIGOUZE ,Hérault,Occitanie,1900-01-01,
43.570521935,3.897772699,LEZ A LATTES 2,Hérault,Occitanie,1900-01-01,
43.560448998,2.912019551,JAUR A OLARGUES 2,Hérault,Occitanie,2006-11-22,
43.594453494,3.122163642,MARE A HEREPIAN ,Hérault,Occitanie,1900-01-01,
43.723006875,3.130887454,ORB A LE-BOUSQUET-D'ORB 1,Hérault,Occitanie,1900-01-01,
43.38405324,3.446648719,HERAULT A FLORENSAC,Hérault,Occitanie,1900-01-01,
43.814147113,3.601787428,BUEGES A PEGAIROLLES-DE-BUEGES ,Hérault,Occitanie,2005-11-23,
43.823198274,3.798373003,LAMALOU A LE-ROUET ,Hérault,Occitanie,2005-11-23,
43.897967612,3.490172551,VIS A BLANDAS ,Gard,Occitanie,2005-11-23,
44.087323861,3.604576261,HERAULT A VALLERAUGUE 2,Gard,Occitanie,2005-11-03,
43.247300168,3.111043313,AUDE A SALLES-D'AUDE ,Aude,Occitanie,1900-01-01,
43.004459142,2.521181,ORBIEU A VIGNEVIEILLE ,Aude,Occitanie,2005-11-23,
43.384096826,2.395539088,RIEUTORD A LABASTIDE-ESPARBAIRENQUE ,Aude,Occitanie,2005-11-23,
43.437376607,2.305702561,ORBIEL A LES-MARTYS ,Aude,Occitanie,2005-09-08,
43.895300305,4.006691246,VIDOURLE A LIOUC ,Gard,Occitanie,2002-05-21,
43.447050373,2.91200774,ILOUVRE A BABEAU-BOULDOUX ,Hérault,Occitanie,2005-11-23,
43.213343327,2.42143105,AUDE A TREBES ,Aude,Occitanie,1900-01-01,
43.255452529,2.179879315,LAMPY A ALZONNE ,Aude,Occitanie,2000-11-08,
42.8165583,2.200728027,REBENTY A CAILLA ,Aude,Occitanie,2004-10-15,
42.634951414,2.056011406,GALBE A FRONTRABIOUSE ,Pyrénées-Orientales,Occitanie,2007-02-26,
42.552065832,2.068295342,AUDE A LES-ANGLES 2,Pyrénées-Orientales,Occitanie,2005-11-23,
42.763966316,2.987101297,AGLY A ST-LAURENT-DE-LA-SALANQUE ,Pyrénées-Orientales,Occitanie,1900-01-01,
42.79818445,2.720334572,VERDOUBLE A TAUTAVEL 2,Pyrénées-Orientales,Occitanie,2006-11-22,
42.757480764,2.516367839,DESIX A ANSIGNAN 2,Pyrénées-Orientales,Occitanie,2006-11-22,
42.727605898,2.303335051,BOULZANE A MONTFORT-SUR-BOULZANE ,Aude,Occitanie,2005-11-23,
42.861259251,2.43718566,AGLY A CAMPS-SUR-L'AGLY ,Aude,Occitanie,2005-11-23,
42.644164764,2.483659289,TET A EUS ,Pyrénées-Orientales,Occitanie,1900-01-01,
42.585624693,2.985401004,TECH A ELNE ,Pyrénées-Orientales,Occitanie,1900-01-01,
42.494656733,2.718410153,TECH A REYNES 1,Pyrénées-Orientales,Occitanie,1900-01-01,
42.469252298,2.607180759,RIU FERRER A ARLES-SUR-TECH ,Pyrénées-Orientales,Occitanie,2006-11-20,
43.888283266,4.916184633,DURANCE A CAUMONT-SUR-DURANCE ,Vaucluse,Provence-Alpes-Côte d'Azur,1900-01-01,
43.858166653,5.161656829,COULON A OPPEDE ,Vaucluse,Provence-Alpes-Côte d'Azur,2006-11-22,
43.640899453,5.618047763,REAL DE JOUQUES A JOUQUES ,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1999-12-21,
43.771790986,5.953797693,COLOSTRE A ST-MARTIN-DE-BROMES 1,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,1999-12-21,
43.805437219,6.441099512,VERDON A CASTELLANE 2,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,1900-01-01,
44.173895703,6.617793221,VERDON A COLMARS ,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,2006-11-22,
44.00985948,6.259866446,ASSE A BEYNES 1,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,1900-01-01,
44.035342985,5.964437451,DURANCE A LES-MEES ,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,1900-01-01,
44.26626541,6.275183589,BES A BARLES 1,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,2005-11-23,
44.270267625,5.809730806,MEOUGE A ANTONAVES 1,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1998-03-31,
44.442832213,5.713659263,BUECH A SERRES 1,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2006-10-09,
44.89745369,5.925060014,BONNE A VALBONNAIS ,Isère,Auvergne-Rhône-Alpes,2006-11-22,
44.459976691,6.197532319,DURANCE A ROCHEBRUNE ,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1900-01-01,
44.614893658,6.334245081,REALLON A REALLON ,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1999-12-21,
44.521137184,6.764453519,UBAYE A ST-PAUL-SUR-UBAYE ,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,1999-11-29,
44.556534373,6.502065598,DURANCE A EMBRUN 1,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1900-01-01,
44.657879143,6.631600261,CHAGNE A GUILLESTRE 2,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2006-11-22,
44.681831668,6.697760136,GUIL A EYGLIERS ,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2006-10-17,
44.861677811,6.595721002,DURANCE A ST-MARTIN-DE-QUEYRIERES ,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1900-01-01,
42.507420882,9.322622486,GOLO A CAMPILE,Haute-Corse,Corse,2011-11-02,
44.940130671,6.68278536,CLAREE A VAL-DES-PRES 1,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1900-01-01,
45.018603317,4.936715528,ISERE A CHATEAUNEUF-SUR-ISERE 2,Drôme,Auvergne-Rhône-Alpes,1900-01-01,
45.050144247,5.03421903,SAVASSE A ROMANS-SUR-ISERE 2,Drôme,Auvergne-Rhône-Alpes,2006-11-22,
45.065226106,5.392573755,BOURNE A CHORANCHE 1,Isère,Auvergne-Rhône-Alpes,2001-05-23,
45.192046394,5.701596744,DRAC A FONTAINE 1,Isère,Auvergne-Rhône-Alpes,1900-01-01,
45.083242609,5.746470227,ROMANCHE A JARRIE 1,Isère,Auvergne-Rhône-Alpes,1900-01-01,
44.967546507,6.154849416,VENEON A ST-CHRISTOPHE-EN-OISANS 1,Isère,Auvergne-Rhône-Alpes,2005-11-23,
44.735359371,6.004022951,DRAC A CHAUFFAYER ,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1900-01-01,
44.724880517,6.255194468,DRAC BLANC A CHAMPOLEON ,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2000-01-17,
45.233655913,5.977904915,RUISSEAU DE CROP A LAVAL ,Isère,Auvergne-Rhône-Alpes,2006-11-22,
45.389977772,6.079787852,BREDA A ALLEVARD 1,Isère,Auvergne-Rhône-Alpes,2006-11-22,
43.931763437,4.562848482,GARD A REMOULINS ,Gard,Occitanie,1900-01-01,
43.982758758,4.441477858,ALZON A ST-MAXIMIN ,Gard,Occitanie,1900-01-01,
44.075090221,3.962214677,GARDON DE ST JEAN A THOIRAS ,Gard,Occitanie,2006-11-22,
44.175449611,3.75054294,GARDON DE STE CROIX A STE-CROIX-VALLEE-FRANCAISE ,Lozère,Occitanie,2006-11-22,
44.094547021,4.099380242,GARDON D'ALES A ST-HILAIRE-DE-BRETHMAS 1,Gard,Occitanie,1900-01-01,
44.157059758,4.024280766,GALEIZON A CENDRAS 2,Gard,Occitanie,2005-11-23,
43.919502279,5.131410872,SORGUE DES CAPUCINS A FONTAINE-DE-VAUCLUSE ,Vaucluse,Provence-Alpes-Côte d'Azur,1900-01-01,
44.013344241,4.871403963,OUVEZE A SORGUES 1,Vaucluse,Provence-Alpes-Côte d'Azur,1900-01-01,
44.071809603,4.768910675,RHONE A ROQUEMAURE ,Vaucluse,Provence-Alpes-Côte d'Azur,2002-12-16,
44.178960722,4.262636285,SEGUISSOUS A BOUQUET ,Gard,Occitanie,2007-02-26,
44.324030487,3.960898173,LUECH A GENOLHAC ,Gard,Occitanie,2005-11-23,
44.330667386,3.878801414,RIEUTORT A VIALAS ,Lozère,Occitanie,2005-11-23,
44.423176548,4.983934899,LEZ A TAULIGNAN - LA CAILLONNE ,Drôme,Auvergne-Rhône-Alpes,2000-05-30,
44.473938038,5.454525745,ESTABLET A LA-CHARCE ,Drôme,Auvergne-Rhône-Alpes,2005-11-23,
44.283740319,4.597914602,ARDECHE A ST-JULIEN-DE-PEYROLAS ,Gard,Occitanie,1900-01-01,
44.386212738,4.40823524,ARDECHE A VALLON-PONT-D'ARC 2,Ardèche,Auvergne-Rhône-Alpes,1900-01-01,
44.459357957,4.446287084,IBIE A LAGORCE 1,Ardèche,Auvergne-Rhône-Alpes,2006-11-20,
44.551302841,4.409444644,ARDECHE A VOGUE 1,Ardèche,Auvergne-Rhône-Alpes,1900-01-01,
44.671822715,4.363348593,VOLANE A VALS-LES-BAINS 3,Ardèche,Auvergne-Rhône-Alpes,2006-11-22,
44.629617924,4.160021227,LIGNON A LA-SOUCHE ,Ardèche,Auvergne-Rhône-Alpes,2005-11-03,
44.368338568,4.648964165,RHONE A PIERRELATTE ,Drôme,Auvergne-Rhône-Alpes,2006-11-22,
44.413984987,4.767548138,BERRE A VALAURIE 1,Drôme,Auvergne-Rhône-Alpes,2000-05-30,
43.743847946,6.501751776,JABRON A COMPS-SUR-ARTUBY ,Var,Provence-Alpes-Côte d'Azur,2006-11-22,
44.769257826,4.82533716,DROME A LIVRON-SUR-DROME ,Drôme,Auvergne-Rhône-Alpes,1900-01-01,
44.671056587,5.271273165,ROANNE A ST-BENOIT-EN-DIOIS ,Drôme,Auvergne-Rhône-Alpes,2005-11-23,
44.86211685,4.360853339,DORNE A DORNAS 1,Ardèche,Auvergne-Rhône-Alpes,2015-06-05,
45.059451317,4.778269592,DOUX A SAINT-JEAN-DE-MUZOLS 1,Ardèche,Auvergne-Rhône-Alpes,2006-11-22,
45.184021229,4.811656415,RHONE A ST-VALLIER ,Drôme,Auvergne-Rhône-Alpes,1900-01-01,
45.318427055,4.76719711,RHONE A SERRIERES ,Isère,Auvergne-Rhône-Alpes,1900-01-01,
45.816529925,5.212405908,AIN A ST-MAURICE-DE-GOURDANS ,Ain,Auvergne-Rhône-Alpes,1900-01-01,
45.920718107,5.228193629,TOISON A VILLIEU-LOYES-MOLLON 1,Ain,Auvergne-Rhône-Alpes,1999-08-09,
46.089967855,5.403083502,AIN A PONCIN 1,Ain,Auvergne-Rhône-Alpes,1998-02-20,
46.172640778,5.5547764,ANGE A BRION ,Ain,Auvergne-Rhône-Alpes,1900-01-01,
46.366867216,5.711239672,BIENNE A JEURRE 1,Jura,Bourgogne-Franche-Comté,1900-01-01,
45.715236168,5.159153101,BOURBRE A TIGNIEU-JAMEYZIEU ,Rhône,Auvergne-Rhône-Alpes,1900-01-01,
45.566355768,5.371129719,BOURBRE A CESSIEU 1,Isère,Auvergne-Rhône-Alpes,1900-01-01,
45.882673488,5.347119774,RHONE A ST-SORLIN-EN-BUGEY ,Ain,Auvergne-Rhône-Alpes,1900-01-01,
45.363588485,5.754148025,GUIERS MORT A ST-LAURENT-DU-PONT ,Isère,Auvergne-Rhône-Alpes,2005-11-23,
45.638440114,5.623039917,RHONE A BREGNIER-CORDON 3,Ain,Auvergne-Rhône-Alpes,1900-01-01,
45.708409236,5.677092267,FURANS A BELLEY 1,Ain,Auvergne-Rhône-Alpes,1900-01-01,
45.845531768,5.559003759,FURANS A LA-BURBANCHE ,Ain,Auvergne-Rhône-Alpes,2003-05-05,
45.912583561,5.669600048,SERAN A CHAMPAGNE-EN-VALROMEY ,Ain,Auvergne-Rhône-Alpes,1999-09-28,
45.642319529,6.187191492,CHERAN A JARSY 1,Savoie,Auvergne-Rhône-Alpes,1999-09-02,
45.898921858,6.05677282,FIER A POISY 1,Haute-Savoie,Auvergne-Rhône-Alpes,1900-01-01,
