Latitude,Longitude,Station,Departement,Region,Annee,Supercifie_Topographique
49.881619971,1.138854287,LA BÉTHUNE A ARQUES-LA-BATAILLE 1,Seine-Maritime,Normandie,2001-11-05,
49.506210238,0.535889212,LA RIVIERE DU COMMERCE A LILLEBONNE 3,Seine-Maritime,Normandie,2010-03-08,
49.50839983,1.036954004,LE CAILLY A LE HOULME 1,Seine-Maritime,Normandie,2010-03-08,
48.764813129,0.761750555,L'ITON A CHAISE-DIEU-DU-THEIL 1,Eure,Normandie,2001-11-05,
48.65040125,1.237363811,LA BLAISE A SAINT-ANGE-ET-TORCAY 1,Eure-et-Loir,Centre-Val de Loire,2010-03-08,
48.843316282,1.380537311,L'EURE A CROTH 2,Eure,Normandie,2010-03-08,
49.353519128,1.325227245,L'ANDELLE A RADEPONT 1,Eure,Normandie,2010-03-08,
49.489405915,1.32327277,LE CREVON A SAINT-AIGNAN-SUR-RY 1,Seine-Maritime,Normandie,2001-11-05,
49.476652023,1.405202963,LE HÉRON A ELBEUF-SUR-ANDELLE 1,Seine-Maritime,Normandie,2001-11-05,
49.533033958,1.686726922,LA RIVIÈRE DE MÉSANGUEVILLE A DAMPIERRE-EN-BRAY 2,Seine-Maritime,Normandie,2001-11-05,
49.310144107,1.23665644,LA SEINE A POSES 2,Eure,Normandie,2010-03-08,
48.967727806,1.823740694,LA MAULDRE A EPONE 1,Yvelines,Île-de-France,2010-03-08,
49.126061049,2.171535869,LE SAUSSERON A NESLES-LA-VALLEE 1,Val-d'Oise,Île-de-France,2010-03-08,
49.432331763,1.936695367,L'AVELON A LACHAPELLE-AUX-POTS 1,Oise,Hauts-de-France,2010-03-08,
49.581532082,1.758347481,LE THERAIN A HERICOURT-SUR-THERAIN 2,Oise,Hauts-de-France,2010-03-08,
49.414997738,2.35701448,LA BRÈCHE A ETOUY 1,Oise,Hauts-de-France,2010-03-08,
49.215513911,4.095313479,LA VESLE A TAISSY 2,Marne,Grand Est,2010-03-08,
49.237001844,4.409559607,LA SUIPPE A DONTRIEN 1,Marne,Grand Est,2010-03-08,
49.340364356,4.872091792,L'AIRE A GRANDPRE 3,Ardennes,Grand Est,2010-03-08,
49.227888673,5.034368743,L'AIRE A VARENNES-EN-ARGONNE 1,Meuse,Grand Est,2007-02-01,
49.074498614,5.120887883,L'AIRE A RARECOURT 1,Meuse,Grand Est,2010-03-08,
49.436146948,2.876470159,L'AISNE A CHOISY-AU-BAC 1,Oise,Hauts-de-France,2010-03-08,
49.398577833,3.47521073,L'AISNE A CONDE-SUR-AISNE 1,Aisne,Hauts-de-France,2010-03-08,
49.423237294,4.162760841,LA RETOURNE A SAULT-SAINT-REMY 1,Ardennes,Grand Est,2010-03-08,
49.491813669,4.157039256,L'AISNE A BALHAM 1,Ardennes,Grand Est,2010-03-08,
49.583735087,4.307492368,LA VAUX A HAUTEVILLE 1,Ardennes,Grand Est,2010-03-08,
49.480110153,4.579073297,L'AISNE A ATTIGNY 1,Ardennes,Grand Est,2010-03-08,
49.440394684,4.76519883,LA FOURNELLE A QUATRE-CHAMPS 1,Ardennes,Grand Est,2010-03-08,
49.101741344,4.868924485,L'AISNE A CHAUDEFONTAINE 1,Marne,Grand Est,2010-03-08,
48.915019015,5.065919321,L'AISNE A LISLE-EN-BARROIS 1,Meuse,Grand Est,2007-02-01,
49.737425294,3.740464362,LE VILPION A MARCY-SOUS-MARLE 1,Aisne,Hauts-de-France,2010-03-08,
49.734515082,4.259269838,LA SERRE A LE FRETY 2,Ardennes,Grand Est,2010-03-08,
49.492666233,3.363188565,L'AILETTE A LANDRICOURT 2,Aisne,Hauts-de-France,2010-03-08,
49.087490019,1.985400521,LA VIOSNE A ABLEIGES 1,Val-d'Oise,Île-de-France,2010-03-08,
49.200082325,2.203182776,L'ESCHES A BORNEL 1,Oise,Hauts-de-France,2010-03-08,
49.145447105,2.285255527,L'OISE A BEAUMONT-SUR-OISE 1,Val-d'Oise,Île-de-France,2010-03-08,
49.302897335,2.604164303,L'OISE A PONT-SAINTE-MAXENCE 2,Oise,Hauts-de-France,2010-03-08,
49.27060547,2.850035544,LA RIVIÈRE SAINTE-MARIE A GLAIGNES 1,Oise,Hauts-de-France,2010-03-08,
49.910217749,3.828080624,L'OISE A ERLOY 1,Aisne,Hauts-de-France,2010-03-08,
49.895418841,4.024098921,LE TON A ORIGNY-EN-THIERACHE 2,Aisne,Hauts-de-France,2010-03-08,
49.922122895,4.159498271,LE GLAND A SAINT-MICHEL 2,Aisne,Hauts-de-France,2010-03-08,
49.021328188,1.611228878,LA SEINE A MERICOURT 4,Yvelines,Île-de-France,2010-03-08,
48.93678189,2.038835044,LA SEINE A POISSY 1,Yvelines,Île-de-France,2010-03-08,
48.745962695,2.229481058,LA BIÈVRE A VERRIERES-LE-BUISSON 1,Essonne,Île-de-France,2010-03-08,
48.829335534,2.903299343,LE GRAND MORIN A TIGEAUX 1,Seine-et-Marne,Île-de-France,2010-03-08,
48.782994077,3.444805842,LE GRAND MORIN A VILLENEUVE-LA-LIONNE 1,Marne,Grand Est,2010-03-08,
49.008928009,3.569816932,LE SURMELIN A CELLES-LES-CONDE 3,Aisne,Hauts-de-France,2010-03-08,
48.816895156,2.41962979,LA MARNE A CHARENTON-LE-PONT 2,Val-de-Marne,Île-de-France,2010-03-08,
48.944716518,3.124601326,LA MARNE A LA FERTE-SOUS-JOUARRE 1,Seine-et-Marne,Île-de-France,2010-03-08,
48.910945594,4.098058066,LA SOMME-SOUDE A CHAINTRIX-BIERGES 1,Marne,Grand Est,2010-03-08,
48.996564165,4.241690712,LA MARNE A MATOUGUES 1,Marne,Grand Est,2010-03-08,
48.927480156,4.355064194,LA COOLE A COOLUS 1,Marne,Grand Est,2006-03-02,
48.745672626,4.625819928,LA SAULX A VITRY-EN-PERTHOIS 1,Marne,Grand Est,2010-03-08,
48.767567836,4.680473664,LA CHEE A MERLAUT 1,Marne,Grand Est,2009-03-27,
48.343716392,5.165197501,LE ROGNON A DOULAINCOURT-SAUCOURT 2,Haute-Marne,Grand Est,2001-07-13,
48.700651184,4.587424586,LA MARNE A FRIGNICOURT 1,Marne,Grand Est,2010-03-08,
48.514601866,4.93092796,LA BLAISE A WASSY 3,Haute-Marne,Grand Est,2010-03-08,
48.548436362,5.074603847,LA MARNE A BAYARD-SUR-MARNE 3,Haute-Marne,Grand Est,2010-03-08,
48.17852854,5.149853632,LA MARNE A RIAUCOURT 1,Haute-Marne,Grand Est,2010-03-08,
48.866707755,2.229494609,LA SEINE A SURESNES 2,Hauts-de-Seine,Île-de-France,2010-03-08,
48.710829764,2.464530637,L'YERRES A CROSNE 2,Essonne,Île-de-France,2010-03-08,
48.720465672,2.543070909,LE RÉVEILLON A VILLECRESNES 2,Val-de-Marne,Île-de-France,2007-01-04,
48.650945945,2.903425451,L'YERRES A COURTOMER 1,Seine-et-Marne,Île-de-France,2010-03-08,
48.705001583,2.03760784,L'YVETTE A CHEVREUSE 2,Yvelines,Île-de-France,2010-03-08,
48.538894375,2.079817138,L'ORGE A SERMAISE 2,Essonne,Île-de-France,2010-03-08,
48.360700494,2.383236139,L'ESSONNE A BUNO-BONNEVAUX 2,Essonne,Île-de-France,2010-03-08,
48.71866825,2.41559629,LA SEINE A ABLON-SUR-SEINE 2,Val-de-Marne,Île-de-France,2010-03-08,
48.295411858,2.782063274,LE LUNAIN A NONVILLE 1,Seine-et-Marne,Île-de-France,2010-03-08,
47.948210779,2.846448386,L'OUANNE A GY-LES-NONAINS 2,Loiret,Centre-Val de Loire,2010-03-08,
48.558880551,2.740991008,LE RU D'ANCOEUIL A MOISENAY 1,Seine-et-Marne,Île-de-France,2010-03-08,
48.53751414,2.547862123,LA SEINE A SAINT-FARGEAU-PONTHIERRY 1,Seine-et-Marne,Île-de-France,2010-03-08,
48.386994816,2.479444498,L'ÉCOLE A ONCY-SUR-ECOLE 1,Essonne,Île-de-France,2010-03-08,
48.056388146,4.01940767,LE RUISSEAU DE TRÉMAGNE A LA LOGE-POMBLIN 1,Aube,Grand Est,2010-03-08,
47.534646295,4.539739382,L'OZE A DARCEY 1,Côte-d'Or,Bourgogne-Franche-Comté,2010-03-08,
47.466063722,4.128380606,LE SEREIN A VIEUX-CHATEAU 2,Côte-d'Or,Bourgogne-Franche-Comté,2010-03-08,
47.480934489,3.757096166,LA CURE A ASQUINS 1,Yonne,Bourgogne-Franche-Comté,2010-03-08,
47.195972829,3.974059733,LE CHALAUX A OUROUX-EN-MORVAN 2,Nièvre,Bourgogne-Franche-Comté,2010-03-08,
47.354072952,3.963814112,LA CURE A MARIGNY-L'EGLISE 1,Nièvre,Bourgogne-Franche-Comté,2010-03-08,
47.917421345,3.236211768,LE VRIN A LA FERTE-LOUPIERE 2,Yonne,Bourgogne-Franche-Comté,2010-03-08,
47.642921109,3.663964834,L'YONNE A PREGILBERT 1,Yonne,Bourgogne-Franche-Comté,2010-03-08,
47.028706408,3.969198312,L'YONNE A CHATEAU-CHINON(CAMPAGNE) 3,Nièvre,Bourgogne-Franche-Comté,2010-03-08,
48.44858172,4.491321431,LA VOIRE A LASSICOURT 1,Aube,Grand Est,2010-03-08,
48.153711826,4.804771329,L'AUJON A LONGCHAMP-SUR-AUJON 1,Aube,Grand Est,2010-03-08,
48.573210154,3.777467513,L'AUBE A BAUDEMENT 1,Marne,Grand Est,2010-03-08,
48.679721648,3.870386547,LA SUPERBE A MARIGNY 1,Marne,Grand Est,2010-03-08,
48.536754222,4.063831315,LA BARBUISE A POUAN-LES-VALLEES 1,Aube,Grand Est,2010-03-08,
48.144052112,4.795471206,L'AUBE A VILLE-SOUS-LA-FERTE 1,Aube,Grand Est,2000-11-29,
47.777652066,5.080423025,L'AUBE A AUBERIVE 3,Haute-Marne,Grand Est,2010-03-08,
48.44091953,3.173379985,L'AUXENCE A VIMPELLES 2,Seine-et-Marne,Île-de-France,2010-03-08,
48.468501936,3.416207672,LA SEINE A COURCEROY 1,Aube,Grand Est,2010-03-08,
48.466128586,3.588113314,L'ARDUSSON A FERREUX-QUINCEY 2,Aube,Grand Est,2006-06-12,
48.227130457,4.29717781,LA BARSE A MONTREUIL-SUR-BARSE 1,Aube,Grand Est,2000-11-29,
47.998739168,4.614805484,L'OURCE A AUTRICOURT 1,Côte-d'Or,Bourgogne-Franche-Comté,2010-03-08,
47.728986262,4.864757501,LA GROÈME A TERREFONDREE 1,Côte-d'Or,Bourgogne-Franche-Comté,2010-03-08,
48.10773108,4.309863256,LA SARCE A JULLY-SUR-SARCE 3,Aube,Grand Est,2001-08-10,
47.9428806,4.507566066,LA SEINE A CHARREY-SUR-SEINE 1,Côte-d'Or,Bourgogne-Franche-Comté,1971-01-01,
47.764194461,4.570985849,LA SEINE A NOD-SUR-SEINE 1,Côte-d'Or,Bourgogne-Franche-Comté,1971-01-01,
50.16912003,4.824971715,LA MEUSE À GIVET,Ardennes,Grand Est,1991-01-01,10400.8
50.118891293,4.854740849,LA HOUILLE À FROMELENNES,Ardennes,Grand Est,1983-01-01,208.8
50.09161453,4.711540348,LE VIROIN À VIREUX-MOLHAIN,Ardennes,Grand Est,1997-01-01,583.8
49.996662832,4.684556241,L'ALYSE À FUMAY,Ardennes,Grand Est,1987-01-01,26.5
49.86290878,4.786690187,LA SEMOIS À HAULME,Ardennes,Grand Est,1971-01-01,1357.8
49.848804694,4.398542743,LA SORMONNE À GIRONDELLE,Ardennes,Grand Est,1991-01-01,32.43
49.554794785,4.823129486,LA BAR À SAUVILLE,Ardennes,Grand Est,1997-01-01,250.25
49.687924918,4.987839523,LA GIVONNE À DAIGNY,Ardennes,Grand Est,1984-01-01,43.0
49.652063934,5.133509709,LA CHIERS À CARIGNAN,Ardennes,Grand Est,1967-01-01,2117.5
49.614466776,5.319155201,LA MARCHE À SAPOGNE-SUR-MARCHE,Ardennes,Grand Est,1994-01-01,99.2
49.31675583,5.68091884,L'OTHAIN À HOUDELAUCOURT,Meuse,Grand Est,1991-01-01,84.07
49.525586126,5.460133329,LE TON À ECOUVIEZ,Meuse,Grand Est,1973-01-01,308.5
49.489747565,5.519968119,LE DORLON À CHARENCY-VEZIN,Meurthe-et-Moselle,Grand Est,1991-01-01,
49.410750661,5.718023407,LE RUISSEAU DE NANHEUL À PIERREPONT,Meurthe-et-Moselle,Grand Est,1986-01-01,203.53
49.380672206,5.746426443,LA PIENNE À MERCY-LE-BAS,Meurthe-et-Moselle,Grand Est,1986-01-01,48.86
49.510409864,5.815064819,LA MOULAINE À HAUCOURT-MOULAINE,Meurthe-et-Moselle,Grand Est,1992-01-01,26.5
49.652728396,5.001385343,LA MEUSE À REMILLY,Ardennes,Grand Est,1971-01-01,4160.65
49.413341522,5.190955197,LA MEUSE À SASSEY-SUR-MEUSE,Meuse,Grand Est,1971-01-01,3732.59
48.870259669,5.541004992,LA MEUSE À SAINT-MIHIEL,Meuse,Grand Est,1967-01-01,2546.3
48.664467745,5.611106269,LA MEHOLLE À VOID-VACON,Meuse,Grand Est,1997-01-01,71.25
48.402459219,5.733357876,LE VAIR À SOULOSSE,Vosges,Grand Est,1973-01-01,442.56
48.068172372,5.543803548,LA MEUSE À BASSONCOURT,Haute-Marne,Grand Est,1983-01-01,133.79
49.341823414,6.567122583,LE REMEL À NEUNKIRCHEN-LES-BOUZONVILLE,Moselle,Grand Est,2006-01-01,
49.329464727,6.5757813,LA NIED À GUERSTLING,Moselle,Grand Est,1986-01-01,1177.19
49.127250091,7.472256873,LA HORN À LIEDERSCHIEDT,Moselle,Grand Est,1985-01-01,95.5
48.96434045,6.877591998,L'ALBE À INSMING,Moselle,Grand Est,1985-01-01,109.76
48.969734853,7.038916586,LA SARRE À KESKASTEL,Bas-Rhin,Grand Est,1965-01-01,879.45
48.547907304,7.126951892,LA SARRE BLANCHE À TURQUESTEIN-BLANCRUPT,Moselle,Grand Est,2005-01-01,7.26
49.454521214,6.07835261,LE RUISSEAU DES QUATRE MOULINS À VOLMERANGE,Moselle,Grand Est,2000-01-01,
49.458635627,6.387451863,LE RUISSEAU D'APACH À APACH,Moselle,Grand Est,1993-01-01,
49.449069134,6.346834842,LA MOSELLE À SIERCK,Moselle,Grand Est,1964-01-01,11306.15
49.470400972,6.305804538,LE RUISSEAU D'ALTBACH À BEYREN-LES-SIERCK,Moselle,Grand Est,2007-01-01,
49.39839347,6.310555861,LE RUISSEAU D'OUDRENNE À KOENIGSMACKER,Moselle,Grand Est,2006-01-01,26.84
49.253895576,6.065819408,L'ORNE À ROSSELANGE,Moselle,Grand Est,1971-01-01,1243.32
49.171827715,5.681327109,L'ORNE À GUSSAINVILLE,Meuse,Grand Est,1993-01-01,256.06
48.94101026,6.1243344,LA SEILLE À CHEMINOT,Moselle,Grand Est,1964-01-01,1042.93
48.878847869,6.595833998,LA PETITE SEILLE À HABOUDANGE,Moselle,Grand Est,1988-01-01,42.83
48.796381528,6.669594017,LA SEILLE À MULCEY,Moselle,Grand Est,1971-01-01,196.37
48.954805707,6.050661886,LA MOSELLE À VANDIERES,Meurthe-et-Moselle,Grand Est,1997-01-01,7256.96
48.688956868,6.206745262,LA MEURTHE À TOMBLAINE,Meurthe-et-Moselle,Grand Est,1993-01-01,2856.44
48.673289973,6.559461298,LE SANON À HENAMENIL,Meurthe-et-Moselle,Grand Est,1987-01-01,178.75
48.397292028,6.584580376,LA MORTAGNE À SAINT-MAURICE-SUR-MORTAGNE,Vosges,Grand Est,1991-01-01,347.99
48.579500223,6.628375786,LA VEZOUZE À THIEBAUMENIL,Meurthe-et-Moselle,Grand Est,1991-01-01,470.95
48.523718968,6.598309565,LA MEURTHE À SAINT-CLEMENT,Meurthe-et-Moselle,Grand Est,2005-01-01,1040.84
48.465563862,6.957757551,LA PLAINE À CELLES-SUR-PLAINE (LA SOYE),Vosges,Grand Est,2012-01-01,
48.512306652,7.10176496,LA PLAINE À RAON-SUR-PLAINE,Vosges,Grand Est,2005-01-01,19.57
48.528747106,6.139675619,LE BRENON À AUTREY,Meurthe-et-Moselle,Grand Est,1990-01-01,143.95
48.277511562,6.135465782,LE MADON À MATTAINCOURT,Vosges,Grand Est,1993-01-01,369.09
48.550464672,6.246151001,LA MOSELLE À TONNOY,Meurthe-et-Moselle,Grand Est,1993-01-01,1995.08
48.185082307,6.760979762,LE NEUNE À LAVELINE-DEVANT-BRUYERE,Vosges,Grand Est,1991-01-01,93.64
48.057897126,6.703357475,LA CLEURIE À CLEURIE,Vosges,Grand Est,1976-01-01,58.56
49.043169209,7.902768393,LA LAUTER À WEILER,Bas-Rhin,Grand Est,1991-01-01,10.2
48.865722331,8.085855425,LA SAUER À BEINHEIM,Bas-Rhin,Grand Est,1971-01-01,458.2
48.884088644,7.776456295,L'EBERBACH À WALBOURG,Bas-Rhin,Grand Est,2000-01-01,
49.044333724,7.757042996,LA SAUER À LEMBACH,Bas-Rhin,Grand Est,1992-01-01,0.5
48.761339397,7.951421013,LA MODER À DRUSENHEIM,Bas-Rhin,Grand Est,1967-01-01,1542.8
48.764390816,7.420964499,LA ZORN À STEINBOURG,Bas-Rhin,Grand Est,1993-01-01,395.25
48.918549382,7.592574514,LA ZINSEL DU NORD À ZINSWILLER,Bas-Rhin,Grand Est,1993-01-01,87.94
48.654604083,7.830923029,L'ILL À LA WANTZENAU,Bas-Rhin,Grand Est,1971-01-01,4853.8
48.643531828,7.704429601,LA SOUFFEL À MUNDOLSHEIM (AMONT),Bas-Rhin,Grand Est,1986-09-01,70.55
48.535256694,7.436695059,LA BRUCHE À GRESSWILLER,Bas-Rhin,Grand Est,1971-01-01,434.06
48.457250958,7.552835384,L'EHN À MEISTRATZHEIM,Bas-Rhin,Grand Est,2000-01-01,70.97
48.33856618,7.460148313,LA SCHERNETZ À EPFIG,Bas-Rhin,Grand Est,2000-01-01,
48.39485593,7.402673795,L'ANDLAU À ANDLAU,Bas-Rhin,Grand Est,1971-01-01,37.41
48.355282227,7.580241699,L'ILL À HUTTENHEIM,Bas-Rhin,Grand Est,1981-01-01,3238.0
48.16154155,7.448526671,LE RIEDBRUNNEN À COLMAR (LINDEN MATTEN),Haut-Rhin,Grand Est,2005-01-01,
48.187013463,7.40087686,LA FECHT À GUEMAR,Haut-Rhin,Grand Est,1967-01-01,516.5
48.054063574,7.061532567,LA PETITE FECHT À STOSSWIHR (B),Haut-Rhin,Grand Est,2005-01-01,10.02
48.015925784,7.330821994,LA LAUCH À HERRLISHEIM-PRES-COLMAR,Haut-Rhin,Grand Est,1967-01-01,296.8
47.923436993,7.196836992,LA LAUCH À BUHL (AVAL),Haut-Rhin,Grand Est,1986-01-01,65.02
47.826924307,7.264898893,LA THUR À STAFFELFELDEN,Haut-Rhin,Grand Est,1971-01-01,249.5
47.745619565,7.232749853,LA DOLLER À REININGUE,Haut-Rhin,Grand Est,1973-01-01,178.45
47.539523831,7.175098786,LA LARGUE À SEPPOIS-LE-BAS,Haut-Rhin,Grand Est,1985-01-01,68.19
47.615523487,7.218093436,L'ILL À CARSPACH,Haut-Rhin,Grand Est,1971-01-01,221.96
48.681533877,7.91977795,LE RHIN À GAMBSHEIM,Bas-Rhin,Grand Est,1987-01-01,198.5
48.252695541,7.67519886,LE SCHAFTEU À RHINAU,Bas-Rhin,Grand Est,1987-01-01,
47.681603442,7.386961818,LE RIEDGRABEN À LANDSER,Haut-Rhin,Grand Est,2001-05-01,
47.638792108,7.514386956,L'AUGRABEN À BARTENHEIM,Haut-Rhin,Grand Est,1971-01-01,13.0
47.660768893,7.522627723,LE VIEUX RHIN À KEMBS,Haut-Rhin,Grand Est,1987-01-01,
50.273961396,1.663650676,LA MAYE RIVIÈRE À SAINT QUENTIN EN TOURMONT (80),Somme,Hauts-de-France,1982-01-01,0.0
50.014662557,1.994840304,AIRAINES (RIVIÈRE D') À LONGPRE LES CORPS SAINTS (80),Somme,Hauts-de-France,1900-01-01,0.0
49.750256248,2.023008439,LES ÉVOISSONS À BERGICOURT (80),Somme,Hauts-de-France,1900-01-01,
49.771330604,2.47657806,L'AVRE À MOREUIL (80),Somme,Hauts-de-France,1900-01-01,
49.933359923,2.513905317,L'ANCRE  À BONNAY (80),Somme,Hauts-de-France,1900-01-01,
50.068408079,1.872219283,LA SOMME CANALISÉE À ÉPAGNE (80),Somme,Hauts-de-France,1900-01-01,
49.880036938,3.317167144,LA SOMME RIVIÈRE À MORCOURT (02),Aisne,Hauts-de-France,1900-01-01,
50.833582624,2.086711444,LA HEM  À RECQUES SUR HEM (62),Pas-de-Calais,Hauts-de-France,1900-01-01,
50.707515811,2.227197639,L'AA RIVIÈRE À WIZERNES (62),Pas-de-Calais,Hauts-de-France,1900-01-01,0.0
50.305088995,1.91695217,L'AUTHIE À DOMPIERRE SUR AUTHIE (80),Somme,Hauts-de-France,1900-01-01,0.0
50.397567967,2.1026201,LA TERNOISE À AUCHY LES HESDIN (62),Pas-de-Calais,Hauts-de-France,1900-01-01,
50.80166963,1.627450577,LA SLACK À AMBLETEUSE (62),Pas-de-Calais,Hauts-de-France,1900-01-01,
50.464931997,2.528453873,LA LAWE À DIVION (62),Pas-de-Calais,Hauts-de-France,1900-01-01,0.0
50.67716549,2.835181802,LA LYS CANALISÉE À ERQUINGHEM/LYS (59),Nord,Hauts-de-France,1900-01-01,0.0
50.283040911,3.043174303,LA MARCHE NAVIRE À TORTEQUESNE (62),Pas-de-Calais,Hauts-de-France,1900-01-01,0.0
50.335667054,3.021669315,LA SCARPE CANALISÉE À BREBIÈRES (62),Pas-de-Calais,Hauts-de-France,1900-01-01,
50.292373758,3.565668461,LA RHONELLE À MARESCHES (59),Nord,Hauts-de-France,1900-01-01,0.0
50.104497951,3.24758822,L'ESCAUT RIVIÈRE À CRÉVECOEUR SUR ESCAUT (59),Nord,Hauts-de-France,1900-01-01,
50.239725854,4.018047186,LA SOLRE À FERRIÈRE LA PETITE (59),Nord,Hauts-de-France,1900-01-01,
50.142762685,3.737986677,L'HELPE MINEURE À MAROILLES (59),Nord,Hauts-de-France,1900-01-01,0.0
50.297894197,4.102224322,LA SAMBRE CANALISÉE À JEUMONT (59),Nord,Hauts-de-France,1900-01-01,
50.336154971,3.737987505,L'HOGNEAU À GUSSIGNIES (59),Nord,Hauts-de-France,1900-01-01,
